-----Simulation 0-----
172972.914,0
173061.8007,0
173240.6755,0
173373.9636,0
173517.4548,0
173557.06796000001,0
174025.4474,0
174067.3129,0
174189.30865,0
174434.6464,0
174570.682,0
174676.7172,0
174695.487,0
174899.9792,0
175016.6613,0
175048.51260000002,0
175080.531,0
175301.7069,0
175387.5757,0
175390.45,0
175487.9774,0
175512.5804,0
175661.7809,0
175762.904,0
175800.5887,0
176024.8658,0
176033.606,0
176215.4654,0
176230.4074,0
176282.576,0
176424.8401,0
176435.1142,0
176542.9131,0
176657.099,0
176722.3868,0
176877.1763,0
176897.9194,0
176910.6609,0
177061.14549999998,0
177295.3384,0
177445.1681,0
177775.9754,0
177842.0691,0
177908.8615,0
177991.1954,0
178028.9012,0
178131.6702,0
178240.4326,0
178282.6611,0
178323.56829999998,0
178323.9499,0
178505.0921,0
178559.4867,0
178622.81034999999,0
178722.2856,0
178910.1373,0
179383.6668,0
179408.7395,0
179436.29408,0
179914.6476,0
180181.0106,0
180432.5038,0
180435.8325,0
180533.5153,0
180593.5068,0
180727.8544,0
180797.4334,0
180855.08918,0
180856.6441,0
180885.98440000002,0
181056.9967,0
181107.2217,0
181220.9861,0
181286.7266,0
181360.9355,0
181490.297,0
181664.1727,0
181666.558,0
181792.3617,0
181942.9607,0
182076.3838,0
182127.6414,0
182440.08179999999,0
182542.1371,0
182563.0411,0
182684.20130000002,0
182742.2158,0
182987.239,0
183035.1814,0
183045.45620000002,0
183110.743675,0
183162.5017,0
183299.9187,0
183436.67489999998,0
183510.5694,0
183594.8615,0
183805.7397,0
183843.3002,0
184026.37410000002,0
184564.0771,0
184663.5308,0
184783.559,0
185013.6153,0
185090.9509,0
185565.9096,0
185572.2783,0
185777.0686,0
185851.2289,0
186040.17119999998,0
186041.3517,0
186118.7441,0
186247.27730000002,0
186312.2483,0
186326.043,0
186369.2826,0
186391.497,0
186788.6677,0
187028.7944,0
187224.71779999998,0
187326.26189999998,0
187362.5757,0
187399.6871,0
187421.7169,0
187435.3174,0
187549.47269999998,0
188169.1787,0
188182.05109999998,0
188367.9233,0
188555.6656,0
188591.7681,0
188703.3635,0
188703.6528,0
188907.29619999998,0
188949.8408,0
189475.5121,0
189483.6591,0
189653.2066,0
189664.0821,0
189685.5549,0
189840.2245,0
189899.9216,0
189966.8357,0
190534.4194,0
190728.5768,0
190761.2654,0
190838.7198,0
190975.475,0
191402.91460000002,0
191463.4243,0
191550.1481,0
191845.8283,0
191954.0369,0
192154.09279999998,0
192276.8517,0
192371.653,0
192424.5743,0
192737.1427,0
192946.8756,0
192957.7914,0
193009.2078,0
193198.7052,0
193700.69640000002,0
193730.0152,0
193829.6195,0
193936.6158,0
194034.7273,0
194143.9789,0
194372.0328,0
194394.6043,0
194396.81,0
194493.9981,0
194543.6594,0
194611.8659,0
194852.1219,0
194868.10450000002,0
194940.2976,0
195063.1177,0
195076.6242,0
195095.0492,0
195126.3355,0
195163.7587,0
195178.23103333334,0
195273.1706,0
195343.9439,0
195344.2703,0
195520.7431,0
195540.04940000002,0
195579.7817,0
195817.7759,0
195912.575,0
195926.08299999998,0
